modifier	lang-pair	EMEA	JRC-Acquis	KDE4	OpenSubtitles	QED	Tanzil	TED2020	CCAligned
xglm-topic3shot-all500-trim	cs-en	38.2	37.7	28.7	25.7	26.5	NA	28.4	NA
xglm-topic3shot-cc100	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-cc100-trim	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic1shot-seen200	cs-en	23.9	26.5	9.7	19.5	20.4	NA	23.5	NA
xglm-topic1shot-seen200-trim	cs-en	34.4	37.2	23.8	23.9	24.4	NA	25.8	NA
xglm-rand-topic3shot-seen200	cs-en	30.6	30.7	12.7	19.4	21.9	NA	26.4	NA
xglm-rand-topic3shot-seen200-trim	cs-en	33.4	35.5	26.4	23.6	24.3	NA	26.5	NA
xglm-rand-domain3shot-langs	cs-en	37.2	40.5	34.9	28.2	27.5	NA	30.4	NA
xglm-rand-domain3shot-langs-trim	cs-en	37.2	40.5	34.6	28.2	27.5	NA	30.4	NA
xglm-rand-domain3shot-all	cs-en	36.9	39.7	32.5	26.8	27.2	NA	29.3	NA
xglm-rand-domain3shot-all-trim	cs-en	36.9	39.9	32.4	26.8	27.2	NA	29.3	NA
xglm-truerand-3shot-langs	cs-en	34.0	37.1	30.9	27.1	27.2	NA	28.5	NA
xglm-truerand-3shot-langs-trim	cs-en	33.8	37.1	30.6	27.1	27.2	NA	28.5	NA
xglm-truerand-3shot-all	cs-en	33.2	37.0	29.1	27.1	26.5	NA	27.8	NA
xglm-truerand-3shot-all-trim	cs-en	33.1	37.0	30.2	27.1	26.5	NA	27.8	NA
xglm-topic5shot-seen200	cs-en	30.5	31.3	14.5	25.6	24.7	NA	26.8	NA
xglm-topic5shot-seen200-trim	cs-en	37.4	37.9	29.9	25.8	24.8	NA	26.8	NA
xglm-keywords10-cc100	cs-en	16.9	17.8	3.5	17.2	18.1	NA	23.7	NA
xglm-keywords10-cc100-trim	cs-en	31.9	34.4	22.6	26.3	26.2	NA	27.4	NA
xglm-keywords10-topic3shot-seen200	cs-en	29.4	31.3	14.8	25.5	23.1	NA	27.1	NA
xglm-keywords10-topic3shot-seen200-trim	cs-en	36.4	38.2	28.0	25.7	25.0	NA	27.2	NA
xglm-rand-domainkeywords10-langs	cs-en	19.0	NA	NA	NA	24.8	NA	28.1	NA
xglm-rand-domainkeywords10-langs-trim	cs-en	32.2	NA	NA	NA	26.8	NA	28.1	NA
xglm-rand-domainkeywords10-all	cs-en	18.8	21.8	5.2	25.3	26.0	NA	27.3	NA
xglm-rand-domainkeywords10-all-trim	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all	cs-en	18.6	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500	cs-en	36.4	39.6	32.8	27.4	25.5	NA	28.0	NA
xglm-topic3shot-seen500-trim	cs-en	36.5	NA	32.5	27.4	25.5	NA	28.0	NA
xglm-topic3shot-seen1000	cs-en	36.5	40.3	32.8	26.3	25.9	NA	27.5	NA
xglm-topic3shot-seen1000-trim	cs-en	38.2	40.4	32.4	26.3	25.9	NA	27.5	NA
xglm-topic3shot-seen2000	cs-en	37.9	40.2	31.9	26.9	25.7	NA	27.9	NA
xglm-topic3shot-seen2000-trim	cs-en	38.8	40.2	31.6	26.9	25.7	NA	27.9	NA
xglm-topic3shot-all500	cs-en	30.0	28.4	14.7	25.6	25.4	NA	28.4	NA
xglm-topic3shot-all500-trim	cs-en	38.2	37.7	28.7	25.7	26.5	NA	28.4	NA
xglm-topic3shot-all1000	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all1000-trim	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000	cs-en	38.9	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all	cs-en	45.4	45.3	42.5	27.1	28.6	16.1	30.6	NA
xglm-bm25-3shot-all-trim	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langsxglm-bm25-3shot-langs-trim	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs	cs-en	45.3	43.3	37.0	26.7	28.2	NA	30.0	NA
xglm-sentsim-3shot-langs-trim	cs-en	45.2	43.2	36.8	26.7	28.2	NA	30.0	NA
xglm-sentsim-3shot-all	cs-en	52.1	45.0	48.7	26.1	NA	NA	35.5	NA
xglm-sentsim-3shot-all-trim	cs-en	52.1	45.0	48.6	26.1	NA	NA	35.5	NA
xglm-topic3shot-lang200	cs-en	38.4	41.1	31.7	27.6	27.7	NA	29.1	NA
xglm-topic3shot-lang200-trim	cs-en	38.4	41.0	31.6	27.6	27.7	NA	29.1	NA
xglm-topic3shot-lang500	cs-en	38.3	40.3	31.3	26.5	27.8	NA	28.7	NA
xglm-topic3shot-lang500-trim	cs-en	38.2	NA	31.0	26.5	27.8	NA	28.7	NA
xglm-topic3shot-domain200	cs-en	38.8	39.6	31.4	27.3	NA	NA	29.9	NA
xglm-topic3shot-domain200-trim	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base	fr-en	21.6	26.2	14.8	25.4	29.3	NA	31.8	19.4
xglm-base-trim	fr-en	37.2	40.2	34.9	27.6	34.9	NA	34.2	42.3
verbose-base	fr-en	33.4	37.6	31.5	22.9	31.2	NA	31.2	NA
verbose-base-trim	fr-en	33.1	37.6	31.6	22.9	31.2	NA	31.2	NA
xglm-label	fr-en	32.6	41.2	27.3	28.6	32.6	NA	35.5	NA
xglm-label-trim	fr-en	39.2	43.4	37.3	28.8	35.9	NA	35.6	NA
xglm-rand-label	fr-en	31.9	37.0	26.7	27.9	33.2	NA	34.8	NA
xglm-rand-label-trim	fr-en	38.5	41.0	37.8	28.1	35.6	NA	34.8	NA
xglm-keywords10-seen200	fr-en	14.4	21.3	10.1	10.5	18.5	NA	17.2	NA
xglm-keywords10-seen200-trim	fr-en	38.1	42.2	33.8	28.0	36.3	NA	35.1	40.4
xglm-rand-keywords10-seen200	fr-en	15.8	18.5	8.3	8.6	15.6	7.6	16.6	NA
xglm-rand-keywords10-seen200-trim	fr-en	39.5	42.6	34.1	28.5	35.6	16.3	34.5	NA
xglm-keywords10-all500	fr-en	14.0	21.3	9.1	7.8	20.0	NA	18.7	NA
xglm-keywords10-all500-trim	fr-en	37.2	42.4	34.3	28.3	36.1	NA	35.3	NA
xglm-keywords30-seen200	fr-en	13.0	17.3	8.6	14.0	20.3	7.8	18.3	9.0
xglm-keywords30-seen200-trim	fr-en	37.3	41.4	30.1	27.6	35.5	16.6	34.9	40.4
xglm-topic3shot-seen200	fr-en	41.6	39.5	39.1	28.8	35.0	NA	34.9	30.0
xglm-topic3shot-seen200-trim	fr-en	41.8	45.1	40.1	28.8	35.0	NA	34.9	42.0
xglm-topic3shot-all500	fr-en	29.0	39.3	25.6	27.4	31.7	NA	34.1	NA
xglm-topic3shot-all500-trim	fr-en	40.6	45.7	38.2	28.5	35.2	NA	35.4	NA
xglm-topic3shot-cc100	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-cc100-trim	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic1shot-seen200	fr-en	23.3	29.6	19.5	18.8	24.6	NA	26.6	NA
xglm-topic1shot-seen200-trim	fr-en	38.5	44.1	37.4	27.3	33.2	NA	32.4	NA
xglm-rand-topic3shot-seen200	fr-en	32.3	36.5	25.6	27.4	33.3	NA	33.3	NA
xglm-rand-topic3shot-seen200-trim	fr-en	38.5	42.6	37.6	27.6	35.3	NA	34.9	NA
xglm-rand-domain3shot-langs	fr-en	41.5	46.4	39.0	30.5	36.3	NA	37.1	NA
xglm-rand-domain3shot-langs-trim	fr-en	40.8	46.4	40.1	30.5	36.3	NA	37.1	NA
xglm-rand-domain3shot-all	fr-en	41.7	46.1	39.0	29.3	35.7	NA	36.7	NA
xglm-rand-domain3shot-all-trim	fr-en	41.1	46.4	39.0	29.3	35.7	NA	36.7	NA
xglm-truerand-3shot-langs	fr-en	39.5	42.6	38.4	28.8	36.4	NA	35.4	NA
xglm-truerand-3shot-langs-trim	fr-en	39.2	42.6	38.8	28.8	36.4	NA	35.4	NA
xglm-truerand-3shot-all	fr-en	39.5	42.2	36.0	28.3	35.4	NA	35.2	NA
xglm-truerand-3shot-all-trim	fr-en	39.0	42.9	37.7	28.3	35.4	NA	35.2	NA
xglm-topic5shot-seen200	fr-en	33.5	41.5	28.9	27.9	33.2	NA	34.0	NA
xglm-topic5shot-seen200-trim	fr-en	41.7	45.9	40.1	28.1	35.0	NA	35.5	NA
xglm-keywords10-cc100	fr-en	17.1	18.4	8.2	9.6	20.0	NA	18.3	NA
xglm-keywords10-cc100-trim	fr-en	37.2	41.6	33.2	28.2	36.1	NA	34.8	NA
xglm-keywords10-topic3shot-seen200	fr-en	35.7	39.3	26.9	26.5	32.6	NA	35.0	NA
xglm-keywords10-topic3shot-seen200-trim	fr-en	41.6	45.8	37.0	28.4	35.3	NA	35.1	NA
xglm-rand-domainkeywords10-langs	fr-en	20.1	NA	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-langs-trim	fr-en	38.3	NA	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-all	fr-en	20.2	22.3	15.3	24.5	28.6	NA	31.4	NA
xglm-rand-domainkeywords10-all-trim	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500	fr-en	40.6	46.1	39.6	29.7	35.7	NA	35.4	NA
xglm-topic3shot-seen500-trim	fr-en	41.7	NA	39.7	29.7	35.7	NA	35.4	NA
xglm-topic3shot-seen1000	fr-en	41.8	46.8	38.8	29.2	35.2	NA	35.1	NA
xglm-topic3shot-seen1000-trim	fr-en	41.4	46.8	40.0	29.2	35.2	NA	35.1	NA
xglm-topic3shot-seen2000	fr-en	42.3	47.0	39.4	29.6	35.6	NA	35.4	NA
xglm-topic3shot-seen2000-trim	fr-en	42.0	47.0	39.5	29.6	35.6	NA	35.4	NA
xglm-topic3shot-all500	fr-en	29.0	39.3	25.6	27.4	31.7	NA	34.1	NA
xglm-topic3shot-all500-trim	fr-en	40.6	45.7	38.2	28.5	35.2	NA	35.4	NA
xglm-topic3shot-all1000	fr-en	42.4	46.5	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all1000-trim	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000	fr-en	42.5	46.4	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all	fr-en	47.1	50.2	45.5	29.2	36.3	NA	NA	NA
xglm-bm25-3shot-all-trim	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langsxglm-bm25-3shot-langs-trim	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs	fr-en	47.5	49.6	42.2	28.7	36.3	NA	36.5	NA
xglm-sentsim-3shot-langs-trim	fr-en	46.9	49.6	43.1	28.7	36.3	NA	36.5	NA
xglm-sentsim-3shot-all	fr-en	51.8	52.7	48.9	28.9	38.8	NA	40.9	NA
xglm-sentsim-3shot-all-trim	fr-en	51.2	52.7	49.9	28.9	38.8	NA	40.9	NA
xglm-topic3shot-lang200	fr-en	39.3	46.9	40.2	28.1	35.9	NA	35.9	NA
xglm-topic3shot-lang200-trim	fr-en	40.4	46.9	40.3	28.1	35.9	NA	35.9	NA
xglm-topic3shot-lang500	fr-en	41.9	47.5	39.6	29.1	35.9	NA	35.6	NA
xglm-topic3shot-lang500-trim	fr-en	41.6	47.5	39.8	29.1	35.9	NA	35.6	NA
xglm-topic3shot-domain200	fr-en	42.1	47.3	NA	30.0	NA	NA	36.7	NA
xglm-topic3shot-domain200-trim	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base	lt-en	6.3	8.6	1.8	3.6	6.3	NA	7.4	6.5
xglm-base-trim	lt-en	8.6	11.5	4.4	4.2	7.2	NA	8.6	11.8
verbose-base	lt-en	10.7	13.6	7.4	4.9	8.3	NA	9.0	NA
verbose-base-trim	lt-en	10.7	13.6	7.4	4.9	8.3	NA	9.0	NA
xglm-label	lt-en	10.4	13.0	6.5	5.1	8.3	NA	8.7	NA
xglm-label-trim	lt-en	12.7	14.7	11.7	5.1	8.3	NA	8.7	NA
xglm-rand-label	lt-en	9.6	11.2	6.9	4.8	6.9	NA	8.4	NA
xglm-rand-label-trim	lt-en	11.2	13.5	11.2	4.8	7.6	NA	8.5	NA
xglm-keywords10-seen200	lt-en	6.8	8.8	1.5	2.5	5.2	NA	5.9	NA
xglm-keywords10-seen200-trim	lt-en	11.6	14.8	8.5	6.1	8.6	NA	8.8	13.4
xglm-rand-keywords10-seen200	lt-en	6.4	7.7	1.2	1.8	4.4	NA	6.5	NA
xglm-rand-keywords10-seen200-trim	lt-en	10.9	13.7	6.4	4.9	7.9	NA	8.9	NA
xglm-keywords10-all500	lt-en	6.6	8.6	1.5	1.9	5.1	NA	7.0	NA
xglm-keywords10-all500-trim	lt-en	12.5	14.3	9.8	5.5	8.7	NA	9.5	NA
xglm-keywords30-seen200	lt-en	6.2	7.4	1.2	2.9	4.8	NA	6.0	4.1
xglm-keywords30-seen200-trim	lt-en	11.3	14.4	5.1	6.0	8.4	NA	9.6	13.4
xglm-topic3shot-seen200	lt-en	17.3	12.7	11.4	4.8	7.8	NA	8.3	9.4
xglm-topic3shot-seen200-trim	lt-en	17.3	16.0	11.5	4.8	7.8	NA	8.3	12.4
xglm-topic3shot-all500	lt-en	11.4	12.7	4.4	4.3	7.1	NA	8.7	NA
xglm-topic3shot-all500-trim	lt-en	14.1	15.5	8.9	4.7	8.0	NA	9.1	NA
xglm-topic3shot-cc100	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-cc100-trim	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic1shot-seen200	lt-en	8.4	10.4	2.3	2.3	4.7	NA	4.9	NA
xglm-topic1shot-seen200-trim	lt-en	12.6	15.2	4.9	3.7	6.6	NA	6.1	NA
xglm-rand-topic3shot-seen200	lt-en	8.2	11.5	2.0	1.5	4.1	NA	5.4	NA
xglm-rand-topic3shot-seen200-trim	lt-en	9.8	13.7	3.4	2.2	5.0	NA	6.4	NA
xglm-rand-domain3shot-langs	lt-en	16.3	19.1	15.3	6.7	11.4	NA	13.0	NA
xglm-rand-domain3shot-langs-trim	lt-en	16.3	19.2	15.3	6.7	11.4	NA	13.0	NA
xglm-rand-domain3shot-all	lt-en	16.3	18.9	14.1	5.6	9.4	NA	11.2	NA
xglm-rand-domain3shot-all-trim	lt-en	16.3	18.9	14.1	5.6	9.4	NA	11.2	NA
xglm-truerand-3shot-langs	lt-en	13.8	17.3	12.0	6.7	10.6	NA	11.8	NA
xglm-truerand-3shot-langs-trim	lt-en	13.8	17.3	12.0	6.7	10.6	NA	11.8	NA
xglm-truerand-3shot-all	lt-en	12.8	16.2	10.0	5.3	8.4	NA	9.9	NA
xglm-truerand-3shot-all-trim	lt-en	12.8	16.4	10.0	5.3	8.5	NA	9.9	NA
xglm-topic5shot-seen200	lt-en	10.8	14.3	4.2	3.5	5.2	NA	6.2	NA
xglm-topic5shot-seen200-trim	lt-en	12.6	16.8	7.5	3.9	5.5	NA	6.6	NA
xglm-keywords10-cc100	lt-en	7.2	8.2	1.3	2.5	5.2	NA	7.6	NA
xglm-keywords10-cc100-trim	lt-en	12.6	13.9	7.4	5.5	8.7	NA	10.2	NA
xglm-keywords10-topic3shot-seen200	lt-en	13.1	13.9	6.1	4.1	5.8	NA	7.1	NA
xglm-keywords10-topic3shot-seen200-trim	lt-en	15.0	16.7	7.9	4.7	6.3	NA	7.1	NA
xglm-rand-domainkeywords10-langs	lt-en	9.2	10.4	NA	NA	NA	NA	10.1	NA
xglm-rand-domainkeywords10-langs-trim	lt-en	13.0	15.1	NA	NA	NA	NA	10.7	NA
xglm-rand-domainkeywords10-all	lt-en	7.8	10.0	1.9	4.9	7.2	NA	8.3	NA
xglm-rand-domainkeywords10-all-trim	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500	lt-en	16.6	19.0	13.1	6.7	8.4	NA	9.2	NA
xglm-topic3shot-seen500-trim	lt-en	16.5	NA	13.1	6.7	8.4	NA	9.2	NA
xglm-topic3shot-seen1000	lt-en	17.6	20.7	11.9	5.0	8.1	NA	8.8	NA
xglm-topic3shot-seen1000-trim	lt-en	17.6	21.1	11.9	5.0	8.1	NA	8.8	NA
xglm-topic3shot-seen2000	lt-en	17.2	19.5	12.9	5.7	8.3	NA	9.8	NA
xglm-topic3shot-seen2000-trim	lt-en	17.3	19.5	12.9	5.7	8.3	NA	9.8	NA
xglm-topic3shot-all500	lt-en	11.4	12.7	4.4	4.3	7.1	NA	8.7	NA
xglm-topic3shot-all500-trim	lt-en	14.1	15.5	8.9	4.7	8.0	NA	9.1	NA
xglm-topic3shot-all1000	lt-en	16.6	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all1000-trim	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000	lt-en	18.2	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all	lt-en	NA	NA	30.3	9.4	NA	NA	19.0	NA
xglm-bm25-3shot-all-trim	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langsxglm-bm25-3shot-langs-trim	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs	lt-en	28.3	NA	23.6	10.9	NA	NA	18.9	NA
xglm-sentsim-3shot-langs-trim	lt-en	28.3	NA	23.6	10.9	NA	NA	18.9	NA
xglm-sentsim-3shot-all	lt-en	33.5	NA	33.2	9.5	20.8	NA	24.0	NA
xglm-sentsim-3shot-all-trim	lt-en	33.4	NA	33.2	9.5	20.8	NA	24.0	NA
xglm-topic3shot-lang200	lt-en	18.9	22.5	15.6	7.9	10.8	NA	12.5	NA
xglm-topic3shot-lang200-trim	lt-en	18.9	22.5	15.6	7.9	10.8	NA	12.5	NA
xglm-topic3shot-lang500	lt-en	NA	22.5	14.5	7.3	10.9	NA	12.8	NA
xglm-topic3shot-lang500-trim	lt-en	NA	NA	14.5	7.3	10.9	NA	12.8	NA
xglm-topic3shot-domain200	lt-en	19.0	20.3	11.3	7.4	NA	NA	11.3	NA
xglm-topic3shot-domain200-trim	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base	ro-en	22.5	25.5	5.6	23.2	27.0	NA	32.4	20.1
xglm-base-trim	ro-en	35.6	37.9	22.2	29.6	29.8	NA	34.2	38.5
verbose-base	ro-en	33.4	34.9	21.8	24.9	27.3	NA	32.6	NA
verbose-base-trim	ro-en	33.4	34.9	21.7	24.9	27.3	NA	32.6	NA
xglm-label	ro-en	32.5	39.6	17.1	31.7	30.4	NA	34.6	NA
xglm-label-trim	ro-en	39.0	42.1	31.1	31.7	30.9	NA	34.7	NA
xglm-rand-label	ro-en	31.6	35.1	13.3	30.8	30.1	NA	34.1	NA
xglm-rand-label-trim	ro-en	38.3	39.0	27.5	30.8	30.6	NA	34.9	NA
xglm-keywords10-seen200	ro-en	17.7	21.5	3.7	18.0	17.9	NA	18.4	NA
xglm-keywords10-seen200-trim	ro-en	38.6	40.3	22.8	31.1	31.1	NA	35.4	37.6
xglm-rand-keywords10-seen200	ro-en	18.8	20.0	3.2	18.2	17.8	5.2	20.6	NA
xglm-rand-keywords10-seen200-trim	ro-en	39.4	40.4	25.5	31.5	30.9	9.6	35.2	NA
xglm-keywords10-all500	ro-en	15.9	21.6	3.7	12.4	17.8	NA	20.1	NA
xglm-keywords10-all500-trim	ro-en	38.4	40.5	27.5	31.3	31.2	NA	35.5	NA
xglm-keywords30-seen200	ro-en	14.6	18.2	3.2	20.3	17.7	5.2	19.3	11.5
xglm-keywords30-seen200-trim	ro-en	37.4	40.7	17.7	31.5	31.2	9.9	35.6	37.6
xglm-topic3shot-seen200	ro-en	41.4	40.1	13.2	30.6	30.8	NA	34.4	34.2
xglm-topic3shot-seen200-trim	ro-en	41.4	44.1	25.8	30.6	30.8	NA	34.4	41.0
xglm-topic3shot-all500	ro-en	32.9	39.0	14.8	28.0	30.7	NA	35.2	NA
xglm-topic3shot-all500-trim	ro-en	40.5	42.7	28.8	31.5	31.0	NA	35.2	NA
xglm-topic3shot-cc100	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-cc100-trim	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic1shot-seen200	ro-en	26.6	28.4	9.5	19.0	24.5	NA	28.8	NA
xglm-topic1shot-seen200-trim	ro-en	37.9	41.9	23.6	28.4	28.9	NA	31.8	NA
xglm-rand-topic3shot-seen200	ro-en	31.1	35.3	12.7	27.9	29.5	NA	33.2	NA
xglm-rand-topic3shot-seen200-trim	ro-en	38.7	39.7	24.0	29.2	29.6	NA	33.2	NA
xglm-rand-domain3shot-langs	ro-en	42.3	45.0	35.3	34.3	32.7	NA	37.5	NA
xglm-rand-domain3shot-langs-trim	ro-en	42.3	45.0	35.2	34.3	32.7	NA	37.5	NA
xglm-rand-domain3shot-all	ro-en	40.8	44.6	35.1	33.1	32.1	NA	36.7	NA
xglm-rand-domain3shot-all-trim	ro-en	41.3	44.6	34.9	33.1	32.1	NA	36.7	NA
xglm-truerand-3shot-langs	ro-en	39.5	40.6	31.0	32.6	32.2	NA	36.2	NA
xglm-truerand-3shot-langs-trim	ro-en	39.5	40.9	32.6	32.6	32.2	NA	36.2	NA
xglm-truerand-3shot-all	ro-en	39.0	40.3	31.5	32.5	31.5	NA	35.4	NA
xglm-truerand-3shot-all-trim	ro-en	39.0	40.3	31.3	32.5	31.5	NA	35.4	NA
xglm-topic5shot-seen200	ro-en	34.6	38.8	13.4	28.3	29.1	NA	33.6	NA
xglm-topic5shot-seen200-trim	ro-en	39.0	43.4	26.7	29.7	29.2	NA	33.6	NA
xglm-keywords10-cc100	ro-en	20.3	19.5	3.2	15.9	19.4	NA	21.5	NA
xglm-keywords10-cc100-trim	ro-en	38.6	39.9	26.6	31.4	30.9	NA	35.2	NA
xglm-keywords10-topic3shot-seen200	ro-en	36.7	40.3	15.3	29.9	29.5	NA	33.7	NA
xglm-keywords10-topic3shot-seen200-trim	ro-en	41.9	44.2	28.4	30.7	29.7	NA	33.7	NA
xglm-rand-domainkeywords10-langs	ro-en	NA	30.2	5.8	29.1	30.1	NA	33.3	NA
xglm-rand-domainkeywords10-langs-trim	ro-en	NA	39.9	29.6	32.4	31.5	NA	35.7	NA
xglm-rand-domainkeywords10-all	ro-en	22.4	24.9	5.1	27.9	27.9	NA	32.1	NA
xglm-rand-domainkeywords10-all-trim	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500	ro-en	39.4	44.9	29.6	31.9	30.8	NA	35.6	NA
xglm-topic3shot-seen500-trim	ro-en	41.0	NA	32.9	31.9	30.8	NA	35.6	NA
xglm-topic3shot-seen1000	ro-en	42.4	45.6	32.6	32.4	31.6	NA	35.2	NA
xglm-topic3shot-seen1000-trim	ro-en	43.0	45.6	32.5	32.4	31.6	NA	35.2	NA
xglm-topic3shot-seen2000	ro-en	43.0	44.3	34.1	32.4	31.2	NA	34.8	NA
xglm-topic3shot-seen2000-trim	ro-en	43.0	44.3	34.1	32.4	31.2	NA	34.9	NA
xglm-topic3shot-all500	ro-en	32.9	39.0	14.8	28.0	30.7	NA	35.2	NA
xglm-topic3shot-all500-trim	ro-en	40.5	42.7	28.8	31.5	31.0	NA	35.2	NA
xglm-topic3shot-all1000	ro-en	NA	45.0	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all1000-trim	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000	ro-en	42.1	45.4	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all	ro-en	NA	49.8	37.9	32.9	32.8	14.1	NA	NA
xglm-bm25-3shot-all-trim	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langsxglm-bm25-3shot-langs-trim	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs	ro-en	48.4	49.9	35.8	33.6	32.9	NA	37.8	NA
xglm-sentsim-3shot-langs-trim	ro-en	48.4	49.9	35.7	33.6	32.9	NA	37.8	NA
xglm-sentsim-3shot-all	ro-en	54.3	52.0	47.5	32.6	37.4	NA	40.9	NA
xglm-sentsim-3shot-all-trim	ro-en	54.3	52.0	47.4	32.6	37.4	NA	40.9	NA
xglm-topic3shot-lang200	ro-en	43.4	45.9	27.2	31.6	31.8	NA	37.1	NA
xglm-topic3shot-lang200-trim	ro-en	43.4	45.9	34.2	31.6	31.8	NA	37.1	NA
